Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
TUNGURAHUA;-1,3928344;-78,4268758;43;MUJER;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;30/12/2022;ENCONTRADO;31/12/2022
MANABI;0,0731181;-80,0513928;21;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;29/06/2022;ENCONTRADO;21/09/2022
GUAYAS;-2,1431673;-79,8794521;48;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;03/07/2022;ENCONTRADO;13/07/2022
NAPO;-0,421699738;-77,84555312;57;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/12/2022;ENCONTRADO;29/12/2022
COTOPAXI;-0,929740858;-78,62593577;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/08/2022;ENCONTRADO;13/08/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,640832938;-79,22990517;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/07/2022;ENCONTRADO;24/07/2022
PICHINCHA;-0,0839886;-78,5087676;15;HOMBRE;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;05/07/2022;ENCONTRADO;11/07/2022
AZUAY;-2,8942992;-79,0003677;30;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/10/2022;ENCONTRADO;04/11/2022
EL ORO;-3,440987251;-79,96157501;14;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/07/2022;ENCONTRADO;07/07/2022
CHIMBORAZO;-1,681916;-78,6598294;25;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/06/2022;ENCONTRADO;30/07/2022
AZUAY;-2,923468;-79,066101;12;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;03/07/2022;ENCONTRADO;06/07/2022
PICHINCHA;-0,102344507;-78,5334054;48;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;03/07/2022;ENCONTRADO;10/07/2022
PASTAZA;-1,503260317;-77,99043034;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/07/2022;ENCONTRADO;05/07/2022
PICHINCHA;-0,089332531;-78,47148044;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/07/2022;ENCONTRADO;05/07/2022
GUAYAS;-2,0721549;-79,9345141;29;HOMBRE;FALLECIDO;NO DETERMINADA;29/06/2022;FALLECIDO;05/07/2022
AZUAY;-2,863236828;-78,96418095;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;01/11/2022;ENCONTRADO;04/11/2022
GUAYAS;-2,0718185;-79,6951103;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/06/2022;ENCONTRADO;05/07/2022
IMBABURA;0,356484736;-78,19398344;17;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;26/06/2022;ENCONTRADO;11/07/2022
SANTA ELENA;-2,233438;-80,9016392;4;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/08/2022;ENCONTRADO;17/08/2022
SANTA ELENA;-2,233438;-80,9016392;27;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/08/2022;ENCONTRADO;17/08/2022
CAÑAR;-2,6240619;-78,6824194;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/05/2022;ENCONTRADO;21/08/2022
GUAYAS;-1,941204518;-79,88759995;22;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;17/06/2022;ENCONTRADO;06/07/2022
PICHINCHA;8,18E-04;-78,43735551;25;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;05/07/2022;ENCONTRADO;06/07/2022
MORONA SANTIAGO;-2,4566285;-78,1678439;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/05/2022;ENCONTRADO;18/08/2022
EL ORO;-3,4593888;-79,9668308;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;12/08/2022;ENCONTRADO;19/08/2022
GUAYAS;-2,101496;-79,9898073;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/07/2022;ENCONTRADO;16/08/2022
MANABI;-0,7140022;-80,109357;24;HOMBRE;FALLECIDO;SUICIDIO;30/06/2022;FALLECIDO;01/08/2022
CARCHI;0,820421312;-77,70449875;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/07/2022;ENCONTRADO;16/08/2022
TUNGURAHUA;-1,424928535;-78,50916513;40;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/07/2022;ENCONTRADO;06/07/2022
GUAYAS;-2,101496;-79,9898073;2;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/07/2022;ENCONTRADO;16/08/2022
NAPO;-1,04109;-77,7151091;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/08/2022;ENCONTRADO;16/08/2022
PICHINCHA;-0,2151522;-78,4320385;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/12/2022;ENCONTRADO;18/12/2022
PICHINCHA;-0,1235333;-78,5048458;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/06/2022;ENCONTRADO;10/07/2022
TUNGURAHUA;-1,255181799;-78,58318854;32;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;02/07/2022;ENCONTRADO;13/07/2022
GUAYAS;-2,110065;-79,9565322;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/06/2022;ENCONTRADO;05/07/2022
LOS RIOS;-1,008794497;-79,46476451;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/07/2022;ENCONTRADO;05/07/2022
PICHINCHA;-0,1504962;-78,4716424;17;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;01/07/2022;ENCONTRADO;05/07/2022
LOJA;-3,967282539;-79,19518754;13;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;01/07/2022;ENCONTRADO;06/07/2022
NAPO;-1,04109;-77,7151091;2;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/08/2022;ENCONTRADO;16/08/2022
PICHINCHA;-0,392085695;-78,52780168;56;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/07/2022;ENCONTRADO;17/08/2022
PICHINCHA;-0,351254287;-78,45663987;22;HOMBRE;SIN_DATO;SIN_DATO;17/12/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,083918139;-78,50908027;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/11/2022;ENCONTRADO;04/11/2022
GUAYAS;-2,099595;-79,9054745;30;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;02/07/2022;ENCONTRADO;04/07/2022
MANABI;-1,062673196;-80,45852423;57;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/11/2022;ENCONTRADO;05/11/2022
AZUAY;-2,8850685;-79,0186212;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/07/2022;ENCONTRADO;12/07/2022
PICHINCHA;-0,3041337;-78,5588098;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/07/2022;ENCONTRADO;06/07/2022
PICHINCHA;-0,064488271;-78,42029455;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/08/2022;ENCONTRADO;17/08/2022
GUAYAS;-2,0988723;-79,9542438;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/07/2022;ENCONTRADO;18/08/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2648672;-79,1546384;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/09/2022;ENCONTRADO;02/10/2022
ESMERALDAS;0,963489896;-79,65332508;58;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/08/2022;ENCONTRADO;15/08/2022
ESMERALDAS;1,067295333;-79,41439569;26;HOMBRE;FALLECIDO;NO DETERMINADA;14/08/2022;FALLECIDO;16/08/2022
PICHINCHA;-0,2856211;-78,5650431;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/06/2022;ENCONTRADO;24/06/2022
TUNGURAHUA;-1,2654236;-78,6373853;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/08/2022;ENCONTRADO;18/08/2022
ORELLANA;-0,470251158;-76,98146989;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/06/2022;ENCONTRADO;17/08/2022
GUAYAS;-1,048632919;-79,60785638;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/06/2022;ENCONTRADO;12/07/2022
GUAYAS;-2,1267989;-79,9266158;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/06/2022;ENCONTRADO;06/07/2022
PICHINCHA;-0,1224086;-78,4652483;34;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;01/07/2022;ENCONTRADO;06/07/2022
GUAYAS;-2,247749888;-79,89186371;27;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;19/06/2022;ENCONTRADO;06/07/2022
PICHINCHA;-0,5188564;-78,5845374;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/08/2022;ENCONTRADO;18/08/2022
LOJA;-3,962711339;-79,2443296;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/08/2022;ENCONTRADO;17/08/2022
LOS RIOS;-1,03936992;-79,45647439;14;MUJER;SIN_DATO;SIN_DATO;10/12/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2686367;-78,5400834;22;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/08/2022;ENCONTRADO;18/08/2022
PICHINCHA;-0,24411;-78,5163894;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/08/2022;ENCONTRADO;18/08/2022
ESMERALDAS;0,903541949;-79,6894714;23;HOMBRE;SIN_DATO;SIN_DATO;28/12/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,2878132;-78,5378534;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/12/2022;ENCONTRADO;29/12/2022
ESMERALDAS;0,034975251;-79,40459745;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/06/2022;ENCONTRADO;03/08/2022
PASTAZA;-1,24134186;-77,68135428;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/04/2022;ENCONTRADO;06/07/2022
AZUAY;-2,9112817;-79,0393742;75;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/07/2022;ENCONTRADO;06/07/2022
ESMERALDAS;0,977091392;-79,66261571;40;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;06/07/2022;ENCONTRADO;06/07/2022
GUAYAS;-2,2004654;-79,9222188;41;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;11/05/2022;ENCONTRADO;06/07/2022
GUAYAS;-2,208972893;-79,92663078;7;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/07/2022;ENCONTRADO;07/07/2022
IMBABURA;0,3509652;-78,1140359;69;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;05/05/2022;ENCONTRADO;06/05/2022
LOS RIOS;-1,801926;-79,5346459;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/07/2022;ENCONTRADO;07/07/2022
LOS RIOS;-1,801926;-79,5346459;1;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/07/2022;ENCONTRADO;07/07/2022
PICHINCHA;-0,2204251;-78,52499;8;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/07/2022;ENCONTRADO;07/07/2022
ZAMORA CHINCHIPE;-3,687219849;-78,77880674;32;MUJER;FALLECIDO;MUERTE NATURAL;14/06/2022;FALLECIDO;05/07/2022
PICHINCHA;-0,2429561;-78,4972906;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/06/2022;ENCONTRADO;30/06/2022
SANTA ELENA;-2,2417365;-80,9099096;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;02/07/2022;ENCONTRADO;07/07/2022
ESMERALDAS;0,32820184;-79,47250171;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;31/05/2022;ENCONTRADO;07/07/2022
PICHINCHA;-0,2054624;-78,48595;19;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;15/08/2022;ENCONTRADO;18/08/2022
GUAYAS;-2,168974;-79,8397207;35;HOMBRE;FALLECIDO;NO DETERMINADA;11/08/2022;FALLECIDO;17/08/2022
AZUAY;-2,900467977;-79,02710438;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/08/2022;ENCONTRADO;18/08/2022
IMBABURA;0,3341265;-78,1159284;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/09/2022;ENCONTRADO;04/09/2022
EL ORO;-3,256233003;-79,96334821;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/08/2022;ENCONTRADO;22/08/2022
PICHINCHA;-0,1568082;-78,4794568;14;MUJER;PROBLEMAS PSICOLÓGICOS;DEPRESION;18/06/2022;ENCONTRADO;05/07/2022
COTOPAXI;-0,71005911;-78,8946569;32;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/05/2022;ENCONTRADO;10/08/2022
GUAYAS;-2,1712028;-79,8103392;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/06/2022;ENCONTRADO;06/07/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2602676;-79,2096646;14;MUJER;SIN_DATO;SIN_DATO;12/11/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-2,1335102;-79,9468314;53;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;30/06/2022;ENCONTRADO;06/07/2022
NAPO;-0,914854905;-77,33427026;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/06/2022;ENCONTRADO;07/07/2022
CHIMBORAZO;-1,999109629;-78,96801332;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO PATRIMONIAL;11/02/2022;ENCONTRADO;10/05/2022
COTOPAXI;-0,924803238;-78,61293902;2;MUJER;SIN_DATO;SIN_DATO;12/12/2022;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,973160564;-79,65701574;20;HOMBRE;SIN_DATO;SIN_DATO;05/03/2022;DESAPARECIDO;SIN_DATO
EL ORO;-3,44139476;-79,95933934;20;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/06/2022;ENCONTRADO;06/07/2022
CHIMBORAZO;-1,6588216;-78,6466411;20;MUJER;SIN_DATO;SIN_DATO;25/11/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-2,024930497;-79,94282667;66;HOMBRE;SIN_DATO;SIN_DATO;28/12/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-2,251199395;-79,88051891;39;HOMBRE;SIN_DATO;SIN_DATO;23/12/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,3279421;-78,5409416;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/07/2022;ENCONTRADO;07/07/2022
PICHINCHA;-0,1343767;-78,3371388;21;HOMBRE;FALLECIDO;ACCIDENTAL;14/08/2022;FALLECIDO;15/08/2022
COTOPAXI;-0,949994902;-78,60462427;19;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;01/11/2022;ENCONTRADO;03/11/2022
PICHINCHA;-0,300783;-78,5386078;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/08/2022;ENCONTRADO;19/08/2022
IMBABURA;0,2368483;-78,2887756;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/08/2022;ENCONTRADO;18/08/2022
TUNGURAHUA;-1,2543408;-78,6228504;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/09/2022;ENCONTRADO;04/10/2022
PICHINCHA;-0,277566743;-78,45747233;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/04/2022;ENCONTRADO;12/08/2022
PICHINCHA;-0,2188216;-78,5135489;82;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;07/07/2022;ENCONTRADO;07/07/2022
GUAYAS;-2,087697379;-79,95495466;26;HOMBRE;SIN_DATO;SIN_DATO;16/08/2022;DESAPARECIDO;SIN_DATO
EL ORO;-3,256397531;-79,98515595;33;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;28/06/2022;ENCONTRADO;07/07/2022
LOJA;-4,001394876;-79,20443778;15;MUJER;SIN_DATO;SIN_DATO;07/12/2022;DESAPARECIDO;SIN_DATO
GUAYAS;-2,045093487;-79,89085772;72;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/06/2022;ENCONTRADO;01/09/2022
GUAYAS;-2,261740818;-79,87879222;29;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/05/2022;ENCONTRADO;17/08/2022
GUAYAS;-2,261740818;-79,87879222;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/05/2022;ENCONTRADO;17/08/2022
CAÑAR;-2,5589315;-78,9388191;49;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;19/05/2022;ENCONTRADO;10/07/2022
PICHINCHA;-0,3416405;-78,4370924;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/07/2022;ENCONTRADO;07/07/2022
COTOPAXI;-0,95312729;-78,60337973;29;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/06/2022;ENCONTRADO;07/07/2022
LOJA;-4,001260306;-79,23314095;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/06/2022;ENCONTRADO;07/07/2022
GUAYAS;-1,955668925;-79,72790724;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/07/2022;ENCONTRADO;07/07/2022
SUCUMBIOS;0,090152387;-76,895713;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/08/2022;ENCONTRADO;20/08/2022
IMBABURA;0,3363146;-78,1207946;27;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;01/09/2022;ENCONTRADO;06/09/2022
LOJA;-4,002693137;-79,21003735;34;HOMBRE;FALLECIDO;MUERTE NATURAL;26/06/2022;FALLECIDO;06/08/2022
GUAYAS;-2,335027061;-79,38645876;61;HOMBRE;FALLECIDO;ASESINATO;17/08/2022;FALLECIDO;19/08/2022
COTOPAXI;-1,107329045;-79,2671551;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/07/2022;ENCONTRADO;08/07/2022
TUNGURAHUA;-1,2410666;-78,6241638;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/07/2022;ENCONTRADO;07/07/2022
CARCHI;0,598055163;-77,82290512;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;05/07/2022;ENCONTRADO;06/07/2022
LOJA;-3,980668082;-79,20142114;20;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/06/2022;ENCONTRADO;06/07/2022
TUNGURAHUA;-1,2466443;-78,6164659;19;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/05/2022;ENCONTRADO;04/07/2022
EL ORO;-3,45914809;-79,96265233;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/07/2022;ENCONTRADO;07/07/2022
MANABI;-1,054723;-80,4524903;14;MUJER;SIN_DATO;SIN_DATO;22/12/2022;DESAPARECIDO;SIN_DATO
IMBABURA;0,350251577;-78,12786559;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/06/2022;ENCONTRADO;08/07/2022
MORONA SANTIAGO;-2,4566285;-78,1678439;28;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;06/07/2022;ENCONTRADO;11/07/2022
LOJA;-3,96223898;-79,2160923;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/06/2022;ENCONTRADO;08/07/2022
GUAYAS;-2,246433;-79,7624177;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/09/2022;ENCONTRADO;20/09/2022
GUAYAS;-2,1894128;-79,8890662;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/08/2022;ENCONTRADO;23/08/2022
IMBABURA;0,2957327;-78,2649435;18;MUJER;PROBLEMA ECÓNOMICOS;DEUDAS;19/08/2022;ENCONTRADO;09/09/2022
PICHINCHA;-0,295212248;-78,56379613;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/09/2022;ENCONTRADO;08/09/2022
MORONA SANTIAGO;-2,454975359;-78,16908357;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/08/2022;ENCONTRADO;21/10/2022
MANABI;-1,042999832;-80,46219349;17;MUJER;SIN_DATO;SIN_DATO;07/09/2022;DESAPARECIDO;SIN_DATO
SANTA ELENA;-2,2230896;-80,8608292;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/07/2022;ENCONTRADO;10/08/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2611064;-79,1845928;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/02/2022;ENCONTRADO;15/08/2022
SANTA ELENA;-2,2276034;-80,8620027;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/07/2022;ENCONTRADO;10/08/2022
GUAYAS;-2,182429596;-79,9105421;22;HOMBRE;FALLECIDO;NO DETERMINADA;02/07/2022;FALLECIDO;07/07/2022
GUAYAS;-2,2584296;-79,8734337;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/07/2022;ENCONTRADO;08/07/2022
MORONA SANTIAGO;-2,318518014;-78,12642592;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/06/2022;ENCONTRADO;08/07/2022
AZUAY;-2,82026713;-79,00814906;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;07/07/2022;ENCONTRADO;13/07/2022
AZUAY;-2,904660249;-79,02472258;12;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/07/2022;ENCONTRADO;10/07/2022
PASTAZA;-1,723635472;-77,84761822;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/07/2022;ENCONTRADO;07/07/2022
PICHINCHA;-0,0136352;-78,4441049;25;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/08/2022;ENCONTRADO;21/08/2022
COTOPAXI;-0,936005577;-78,62117224;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/07/2022;ENCONTRADO;09/07/2022
GUAYAS;-2,2028553;-79,9116221;32;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/07/2022;ENCONTRADO;09/07/2022
PICHINCHA;-0,222181007;-78,51753424;25;HOMBRE;FALLECIDO;NO DETERMINADA;03/07/2022;FALLECIDO;19/07/2022
GUAYAS;-2,2043128;-79,9295654;31;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;05/07/2022;ENCONTRADO;08/07/2022
PICHINCHA;-0,0960488;-78,4240328;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/08/2022;ENCONTRADO;21/08/2022
ESMERALDAS;0,321795578;-79,45983413;14;MUJER;SIN_DATO;SIN_DATO;16/03/2022;DESAPARECIDO;SIN_DATO
SANTO DOMINGO DE LOS TSACHILAS;-0,244906245;-79,17167138;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/08/2022;ENCONTRADO;02/09/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,247765304;-79,17244111;23;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/09/2022;ENCONTRADO;28/09/2022
MANABI;-1,021395463;-80,38807869;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/09/2022;ENCONTRADO;08/11/2022
ESMERALDAS;1,123784328;-79,12199031;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;31/08/2022;ENCONTRADO;08/09/2022
GUAYAS;-2,18278994;-79,84511375;13;MUJER;SIN_DATO;SIN_DATO;04/10/2022;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,155602;-78,3728456;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/08/2022;ENCONTRADO;28/08/2022
PICHINCHA;-0,1619666;-78,4976157;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/08/2022;ENCONTRADO;20/08/2022
GUAYAS;-2,161330473;-79,91039791;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/09/2022;ENCONTRADO;11/09/2022
AZUAY;-2,8974369;-79,0268348;39;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;03/09/2022;ENCONTRADO;11/09/2022
PICHINCHA;0,116889087;-79,26676624;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;01/01/2022;ENCONTRADO;01/08/2022
PICHINCHA;-0,1235333;-78,5048458;17;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;06/07/2022;ENCONTRADO;01/08/2022
COTOPAXI;-0,9411949;-79,2316042;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/04/2022;ENCONTRADO;20/08/2022
PICHINCHA;-0,2479516;-78,5208763;71;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;08/07/2022;ENCONTRADO;10/07/2022
PICHINCHA;-0,259554407;-78,51979061;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/07/2022;ENCONTRADO;10/07/2022
PICHINCHA;-0,119854493;-78,50768572;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/07/2022;ENCONTRADO;09/07/2022
SANTA ELENA;-2,250889613;-80,90870176;53;HOMBRE;SIN_DATO;SIN_DATO;29/06/2022;DESAPARECIDO;SIN_DATO
